velocity flux weight
11777.466439267511 9.942602707898345 1.0
11783.032215657242 7.950870485159172 1.0
11788.59819090074 6.432863743969479 1.0
11794.164365008523 7.890555786495257 1.0
11799.730737991373 12.10299663794299 1.0
11805.297309859943 13.88519366179402 1.0
11810.864080624882 13.316931883748637 1.0
11816.431050296776 14.650342446468525 1.0
11821.998218886343 12.873563231219816 1.0
11827.565586404296 6.517997940667277 1.0
11833.133152861225 1.4743615619594985 1.0
11838.700918267776 1.5323343236189877 1.0
11844.268882634668 2.090506301369505 1.0
11849.83704597262 0.03711698780006634 1.0
11855.405408292145 -0.38919456887544523 1.0
11860.973969604032 -0.4255531163540769 1.0
11866.542729918863 -0.32451098990029825 1.0
11872.111689247422 -1.0898716244233375 1.0
11877.680847600228 -3.3582587015871583 1.0
11883.250204988062 -4.017516961959519 1.0
11888.819761421577 -2.884379107554076 1.0
11894.389516911422 -3.6514297081185365 1.0
11899.959471468252 -5.178509210000017 1.0
11905.529625102778 -3.256479271228044 1.0
11911.099977825656 -1.185542668702975 1.0
11916.670529647601 -0.5678333202830959 1.0
11922.241280579197 -0.296167278990092 1.0
11927.812230631162 1.420061731045056 1.0
11933.383379814213 1.543498661895001 1.0
11938.954728138935 -1.647130723878996 1.0
11944.526275616112 -2.6468982335256848 1.0
11950.098022256392 -1.0928279486745915 1.0
11955.66996807043 1.3786284342976147 1.0
11961.242113068874 2.745162354026798 1.0
11966.814457262442 2.722344408064248 1.0
11972.38700066185 2.6909087128086226 1.0
11977.959743277754 1.774822292372379 1.0
11983.532685120797 -1.6477721642885625 1.0
11989.105826201769 -3.1179600433040155 1.0
11994.679166531183 0.5192363127322976 1.0
12000.252706119894 2.489162733813954 1.0
12005.826444978484 0.24756311067490966 1.0
12011.400383117669 2.4337734169681453 1.0
12016.974520548169 6.932731043829878 1.0
12022.548857280632 6.170159412153728 1.0
12028.123393325777 4.471956681659021 1.0
12033.698128694257 2.833139656721171 1.0
12039.273063396784 2.4183971558937696 1.0
12044.848197444015 2.2626304353018423 1.0
12050.423530846727 0.17787767480212402 1.0
12055.99906361551 -0.7239919111465802 1.0
12061.574795761146 0.14145642549426718 1.0
12067.150727294284 1.9932004958686909 1.0
12072.726858225644 2.7009757833723262 1.0
